jurisdiction,year,quarter,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Merced Sheriff's Department,2014,3,NA,NA,3848,7776,1,1,44504,13268,29.5,19,43.9,Merced County,06,047,06047
Modoc Sheriff's Department,2014,3,1,3,75,191,1,1,4469,2553,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2014,3,0,1,152,3697,2,2,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2014,3,NA,NA,2775,6255,NA,3,85964,20961,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2014,3,1,NA,NA,NA,0,2,37067,26754,19,11,37,Napa County,06,055,06055
Nevada Sheriff's Department,2014,3,NA,NA,NA,NA,NA,NA,33457,12163,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2014,3,34,58,31024,125328,6.6,25,694461,180819,47,1.2,51.3,Orange County,06,059,06059
Santa Ana Police Department,2014,3,NA,NA,NA,NA,38.9,0,NA,NA,30.8,NA,30.8,Orange County,06,059,06059
Placer Sheriff's Department,2014,3,NA,NA,1194,4967,0,6,74533,14557,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2014,3,0,1,87,495,0,1,6086,573,11.7,9.5,19.9,Plumas County,06,063,06063
Riverside Sheriff's Department,2014,3,7,5,20028,186477,6.83,11,358754,196617,43,23.419999999999998,62.58,Riverside County,06,065,06065
Sacramento Sheriff's Department,2014,3,39,202,5454,53237,4,31,746252,209391,24,60,34,Sacramento County,06,067,06067
San Benito Sheriff's Department,2014,3,0,0,474,2220,0,1,25999,16864,17,7,49,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2014,3,4,0,16428,201650,2.2,14,346547,78519,34,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2014,3,224,904,18130,33192,2,18,1125369,203121,23,12.2,68.1,San Diego County,06,073,06073
San Diego Work Furlough,2014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2014,3,NA,NA,0,12,NA,50,758803,69142,18,12,54,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2014,3,14,10,NA,NA,0,NA,NA,NA,52,7,45,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2014,3,NA,NA,1574,16909,NA,1,156872,54189,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2014,3,70,393,4110,33045,0,3,NA,NA,28,15,71,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2014,3,4,40,NA,NA,8,4,136786,41490,18,13,22,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2014,3,61,NA,NA,NA,NA,NA,199715,98264,30,36,103,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2014,3,NA,NA,2559,8239,3,12,26654,21698,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2014,3,NA,NA,162,363,NA,1,39053,17361,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,2014,3,0,0,34,772,0,0,1446,0,18,10,8,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2014,3,2,1,309,1397,1,0,36632,18456,10,5,25,Siskiyou County,06,093,06093
Solano Sheriff's Department,2014,3,0,20,7e3,6e3,1,5,171569,84036,21.2,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2014,3,11,9,1797,11414,0,13,435895,305704,37.1,7,54.9,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2014,3,44,NA,NA,NA,2,3,143263,12862,18,9,49,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2014,3,NA,NA,NA,NA,15,0,24537,12283,12.360000000000001,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2014,3,NA,NA,NA,NA,6,0,8224,3937,34,30,37,Trinity County,06,105,06105
Tulare Sheriff's Department,2014,3,NA,NA,NA,NA,NA,0,NA,NA,53.28,32.8,100.03,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2014,3,3,2,437,1337,0,0,22646,4002,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2014,3,NA,NA,6202,47233,1.08,4,239058,52029,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2014,3,NA,NA,NA,NA,0,0,0,0,47,NA,50,Ventura County,06,111,06111
Yolo Sheriff's Department,2014,3,4,5,677,3757,NA,0,78390,13385,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2014,3,NA,NA,301,845,45,0,45122,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2014,2,24,374,4297,10828,7,14,1131418,459769,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2014,2,0,0,0,0,0,0,20356,2431,42.5,5.79,36.71,Amador County,06,005,06005
Butte Sheriff's Department,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2014,2,NA,NA,177,2185,0,0,13609,7470,15,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2014,2,0,0,180,1372,3.8899999999999997,0,18330,14658,12.719,8.901,26.337000000000003,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2014,2,NA,NA,600,1450,5,19,349858,142787,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2014,2,NA,NA,333,1954,2,2,NA,NA,18.7,9.4,65.5,El Dorado County,06,017,06017
Fresno Sheriff's Department,2014,2,32,117,NA,NA,1.7,38,284626,80785,26.8,14.6,19.7,Fresno County,06,019,06019
Glenn Sheriff's Department,2014,2,0,0,199,4367,4,0,6095,987,23,15,45,Glenn County,06,021,06021
Humboldt Sheriff's Department,2014,2,NA,NA,1188,11772,1,1,32485.940000000002,6472,13.1,5.8,48.9,Humboldt County,06,023,06023
Imperial Sheriff's Department,2014,2,NA,NA,1758,30878,NA,0,115208,10600,12,10,30,Imperial County,06,025,06025
Inyo Sheriff's Department,2014,2,NA,NA,68,340,6,1,15219,7929,35,5,57,Inyo County,06,027,06027
Kern Sheriff's Department,2014,2,385,220,6700,43358,13,5,119376,48209,23,16,52,Kern County,06,029,06029
Kings Sheriff's Department,2014,2,NA,NA,639,1834,6,2,54442,16012,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2014,2,NA,NA,294,3215,NA,NA,77794,39008,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2014,2,NA,NA,162,1750,NA,0,58349,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2014,2,NA,NA,63750,294871,21,78,4742024,579367,61.03,9.68,62.55,Los Angeles County,06,037,06037
Madera Corrections Department,2014,2,NA,NA,NA,NA,9,4,78254,6449,83,4,42,Madera County,06,039,06039
Marin Sheriff's Department,2014,2,0,2,393,595,19,1,40545,19159,16.3,11,40,Marin County,06,041,06041
Mariposa Sheriff's Department,2014,2,0,1,102,1022,0,0,21982,13871,19.3,9.1,55.3,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2014,2,17,NA,436,3888,8,1,25948,5465,15,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2014,2,NA,NA,3957,8798,2,3,19118,15185,34,21,50,Merced County,06,047,06047
Modoc Sheriff's Department,2014,2,2,2,83,176,1,1,2354,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2014,2,0,1,149,3653,1,2,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2014,2,NA,NA,2721,6198,NA,13,85093,23666,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2014,2,NA,NA,NA,NA,22,0,37067,19785,NA,NA,NA,Napa County,06,055,06055
Nevada Sheriff's Department,2014,2,NA,NA,NA,NA,NA,NA,23493,12745,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2014,2,35,71,30628,132242,7.6,16,639730,137217,48.1,1.3,52.3,Orange County,06,059,06059
Santa Ana Police Department,2014,2,NA,NA,NA,NA,43.8,0,1567,21,22.3,NA,22.3,Orange County,06,059,06059
Placer Sheriff's Department,2014,2,NA,NA,1005,4642,0,4,73040,14198,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2014,2,0,1,94,494,2.1,0,10478,678,20.5,13.8,38.3,Plumas County,06,063,06063
Riverside Sheriff's Department,2014,2,5,3,19631,185441,6.83,5,340070,191950,42.75,21.24,64.27,Riverside County,06,065,06065
Sacramento Sheriff's Department,2014,2,39,209,5418,58126,6,21,733946,205664,26,54,34,Sacramento County,06,067,06067
San Benito Sheriff's Department,2014,2,1,2,473,2216,0,1,19124,9527,19,7,62,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2014,2,4,4,16242,200521,4.81,12,384102,79488,29,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2014,2,235,864,18280,32641,2,25,1190849,207479,23.8,11.7,67.9,San Diego County,06,073,06073
San Diego Work Furlough,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2014,2,NA,NA,21,2,NA,15,634693,77147,21,14,61,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2014,2,16,8,NA,NA,4,NA,NA,NA,76,5,71,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2014,2,NA,NA,1451,16317,NA,0,153069,54927,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2014,2,90,467,4062,33090,0,5,NA,NA,23,8,68,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2014,2,4,44,NA,NA,8,12,112123,40225,19,14,22,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2014,2,64,NA,NA,NA,NA,2,108104,74929,33,39,106,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2014,2,NA,NA,2548,8811,3,5,28644,20697,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2014,2,NA,NA,306,125,NA,1,69495,35171,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,2014,2,0,0,33,769,0,0,468,107,5,4,1,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2014,2,3,1,301,1336,1,0,39664,24443,11,6,31,Siskiyou County,06,093,06093
Solano Sheriff's Department,2014,2,NA,NA,7e3,6e3,1,9,162651,101562,20.5,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2014,2,9,6,1802,11665,0,12,245240,137045,25.4,5.9,58.5,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2014,2,51,NA,NA,NA,3,1,110110,24490,18,10,47,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2014,2,NA,NA,NA,NA,15,1,19695,6855,16.310000000000002,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2014,2,NA,NA,NA,NA,6,0,7560,1738,39,6,72,Trinity County,06,105,06105
Tulare Sheriff's Department,2014,2,NA,NA,NA,NA,NA,2,NA,NA,60.77,38.879999999999995,95.83,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2014,2,NA,NA,423,1464,0,2,14611,3251,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2014,2,NA,NA,6172,47175,3.22,3,233877,51533,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2014,2,NA,NA,NA,NA,0,0,0,0,41,NA,44,Ventura County,06,111,06111
Yolo Sheriff's Department,2014,2,3,7,701,3699,NA,5,80281,31103,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2014,2,NA,NA,312,803,50,2,37512,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2014,1,19,452,4336,11191,7,19,1178110,452765,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2014,1,0,0,0,0,1,0,13829,6515,18.43,6.45,55.67,Amador County,06,005,06005
Butte Sheriff's Department,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2014,1,NA,NA,181,2161,0,0,7349,3751,13,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2014,1,0,0,192,1363,6.78,0,3914,243,11.909,8.665000000000001,22.671000000000003,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2014,1,NA,NA,550,1405,5,16,339985,135833,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2014,1,NA,NA,321,1668,3,0,NA,NA,17.3,8.8,64.8,El Dorado County,06,017,06017
Fresno Sheriff's Department,2014,1,33,144,NA,NA,6.3,34,281132,26725,26.7,16.4,22.8,Fresno County,06,019,06019
Glenn Sheriff's Department,2014,1,0,0,200,4385,3,2,6902,3395,31.2,13.5,70.9,Glenn County,06,021,06021
Humboldt Sheriff's Department,2014,1,NA,NA,1105,12692,1,0,43952.01,18299,14.2,7,42.7,Humboldt County,06,023,06023
Imperial Sheriff's Department,2014,1,NA,NA,2030,32013,NA,0,63335,2771,11,10,31,Imperial County,06,025,06025
Inyo Sheriff's Department,2014,1,NA,NA,53,282,3,1,24439,14574,31,11,62,Inyo County,06,027,06027
Kern Sheriff's Department,2014,1,134,156,6722,42926,7,2,100477,49196,22,14,50,Kern County,06,029,06029
Kings Sheriff's Department,2014,1,NA,NA,640,2062,10,0,58081,18213,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2014,1,NA,NA,292,3140,NA,NA,48837,23765,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2014,1,NA,NA,163,1205,NA,0,58955,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2014,1,NA,NA,63753,294023,21,55,4686837,652516,58.379999999999995,7.24,59.879999999999995,Los Angeles County,06,037,06037
Madera Corrections Department,2014,1,NA,NA,NA,NA,9,4,79582,12952,62,9,139,Madera County,06,039,06039
Marin Sheriff's Department,2014,1,8,NA,437,638,20,7,43780,26401,19,13,37,Marin County,06,041,06041
Mariposa Sheriff's Department,2014,1,0,0,89,1033,0.01,0,10957,6244,24.1,14,52.3,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2014,1,26,NA,514,3919,7,5,17608,8741,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2014,1,NA,NA,3921,9077,7,1,33845,13010,41,45,37,Merced County,06,047,06047
Modoc Sheriff's Department,2014,1,3,2,79,184,3,0,2338,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2014,1,0,1,152,3596,2,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2014,1,NA,NA,2659,6185,NA,16,92176,29105,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2014,1,NA,NA,NA,NA,24,1,44577,42245,NA,NA,NA,Napa County,06,055,06055
Nevada Sheriff's Department,2014,1,NA,NA,NA,NA,NA,NA,20431,12429,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2014,1,30,66,30536,133618,7.6,16,678577,132432,54.3,1.3,49.4,Orange County,06,059,06059
Santa Ana Police Department,2014,1,NA,NA,NA,NA,42.6,0,1496,6,29.5,NA,29.5,Orange County,06,059,06059
Placer Sheriff's Department,2014,1,NA,NA,1098,4966,2.4,4,73696,20943,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2014,1,1,1,92,497,1.9,0,13010,813,11.5,7.3,21.9,Plumas County,06,063,06063
Riverside Sheriff's Department,2014,1,7,8,19423,185766,7.88,10,289163,191608,44.14,20.67,67.61,Riverside County,06,065,06065
Sacramento Sheriff's Department,2014,1,40,195,5364,60636,0,22,665603,194543,36,27,61,Sacramento County,06,067,06067
San Benito Sheriff's Department,2014,1,0,0,448,2185,0,0,19459,10865,24,7,71,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2014,1,4,11,16308,199499,5,5,354514,74520,36.5,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2014,1,234,938,18241,31527,3,21,799871,233337,24.4,11.4,67,San Diego County,06,073,06073
San Diego Work Furlough,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2014,1,NA,NA,21,3,NA,10,525873,58933,19.66,10.209999999999999,70.75,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2014,1,17,13,NA,NA,4,NA,NA,NA,75,7,68,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2014,1,NA,NA,1467,16187,NA,1,205055,95711,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2014,1,93,378,4032,32609,7.28,5,NA,NA,26,15,74,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2014,1,5,27,NA,NA,10,5,109689,37448,20,15,22,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2014,1,69,NA,NA,NA,NA,1,130667,109329,33,44,99,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2014,1,NA,NA,2475,9080,3,14,25787,20908,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2014,1,NA,NA,108,209,NA,4,63065,29783,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,2014,1,0,0,32,766,0,0,2207,84,3,1,1,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2014,1,4,2,NA,NA,1,0,NA,NA,38,11,26,Siskiyou County,06,093,06093
Solano Sheriff's Department,2014,1,1,17,7e3,6e3,1,15,73920,34874,20.5,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2014,1,10,7,1808,11777,4,20,236675,117384,27.3,4.3,68,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2014,1,43,NA,NA,NA,3,1,133131,24599,21,8,61,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2014,1,NA,NA,NA,NA,15,0,21822,10796,19,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2014,1,NA,NA,NA,NA,4,0,4555,1831,39,17,76,Trinity County,06,105,06105
Tulare Sheriff's Department,2014,1,NA,NA,NA,NA,4,0,NA,NA,47.790000000000006,26.630000000000003,91.45,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2014,1,1,1,437,1440,0,2,11285,1317,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2014,1,NA,NA,6160,47142,4.89,5,217219,43946,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2014,1,NA,NA,NA,NA,0,0,0,0,52,NA,55,Ventura County,06,111,06111
Yolo Sheriff's Department,2014,1,3,8,698,3636,NA,3,72604,26141,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2014,1,NA,NA,301,799,50,1,33405,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2013,4,19,439,4411,11354,7,19,1199838,504767,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2013,4,0,0,0,0,1,0,5471,1695,27.68,5.859999999999999,64.06,Amador County,06,005,06005
Butte Sheriff's Department,2013,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2013,4,NA,NA,180,2231,0,0,15177,5568,8,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2013,4,0,0,224,1500,6.757,0,19432,14928,11.486,6.703,22.671000000000003,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2013,4,NA,NA,575,1385,5,13,354693,117963,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2013,4,NA,NA,312,1634,3,0,NA,NA,19.9,8.4,77.5,El Dorado County,06,017,06017
Fresno Sheriff's Department,2013,4,32,134,NA,NA,6,44,120058,156511,22,8,11,Fresno County,06,019,06019
Glenn Sheriff's Department,2013,4,0,0,198,4393,6,3,4573,624,30.7,18.6,68.5,Glenn County,06,021,06021
Humboldt Sheriff's Department,2013,4,NA,NA,1146,12794,3,3,17883,11616,13.6,6.9,52.7,Humboldt County,06,023,06023
Imperial Sheriff's Department,2013,4,NA,NA,2326,32994,NA,0,34575,1741,8,7,32,Imperial County,06,025,06025
Inyo Sheriff's Department,2013,4,NA,NA,158,1209,6,0,24487,14983,25,5,63,Inyo County,06,027,06027
Kern Sheriff's Department,2013,4,30,NA,6465,42461,17,4,97831,46345,26,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,2013,4,NA,NA,637,2041,9,0,59576,19224,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2013,4,NA,NA,286,3095,NA,NA,31571,15426,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2013,4,NA,NA,150,1103,NA,0,52191,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2013,4,NA,NA,63451,293166,21,44,5013689,1069970,59.54,9.16,61.06,Los Angeles County,06,037,06037
Madera Corrections Department,2013,4,NA,NA,NA,NA,8,4,55099,11038,37,4,79,Madera County,06,039,06039
Marin Sheriff's Department,2013,4,8,NA,423,681,20,6,53341,27696,NA,10,40,Marin County,06,041,06041
Mariposa Sheriff's Department,2013,4,0,2,82,999,0.02,0,9934,7200,20.9,14.1,47.5,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2013,4,38,NA,459,3874,10,3,19901,9365,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2013,4,NA,NA,NA,NA,5,1,28142,17252,40,42,35,Merced County,06,047,06047
Modoc Sheriff's Department,2013,4,3,2,70,182,3,0,2577,369,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2013,4,0,1,147,3577,2,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2013,4,NA,NA,6888,18676,NA,56,84100,18386,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2013,4,NA,NA,NA,NA,23,0,45175,25448,NA,NA,NA,Napa County,06,055,06055
Nevada Sheriff's Department,2013,4,NA,NA,NA,NA,NA,NA,22789,13257,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2013,4,31,84,30342,137904,7.8,18,603783,110306,53.1,1.3,48.6,Orange County,06,059,06059
Santa Ana Police Department,2013,4,NA,NA,NA,NA,37.4,0,4790,39,24.3,NA,24.3,Orange County,06,059,06059
Placer Sheriff's Department,2013,4,NA,NA,1129,5208,1.8,7,41188,12972,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2013,4,1,1,103,527,0,1,7617,628,18,8,35,Plumas County,06,063,06063
Riverside Sheriff's Department,2013,4,3,5,19314,185667,7.9,16,301809,160286,39.4,22.1,56.8,Riverside County,06,065,06065
Sacramento Sheriff's Department,2013,4,41,203,5159,72625,8,20,399287,137148,26,54,34,Sacramento County,06,067,06067
San Benito Sheriff's Department,2013,4,1,2,456,2198,4,1,11089,5320,25,8,64,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2013,4,4,11,16043,201924,6.17,7,352925,82093,57,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2013,4,255,908,18195,33894,4,29,1051330,229937,22,10.3,64.3,San Diego County,06,073,06073
San Diego Work Furlough,2013,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2013,4,NA,NA,21,1,NA,21,588763,92493,74,13,61,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2013,4,18,12,NA,NA,4,NA,NA,NA,72,6,66,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2013,4,28,36,1430,16141,NA,2,172430,86292,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2013,4,109,395,4050,32768,9.1,3,NA,NA,24,9,71,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2013,4,4,23,NA,NA,12,7,110131,31678,19,14,23,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2013,4,77,NA,NA,NA,NA,4,138825,80123,32,42,99,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2013,4,NA,NA,2493,9025,3,22,31296,24833,NA,NA,NA,Santa Cruz County,06,087,06087
