jurisdiction,facility,year,month,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2018,4,164,22,202,11,399,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2018,4,25,3,21,5,54,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2018,4,74,18,24,4,120,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2018,4,268,0,109,0,377,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2018,4,177,36,310,48,571,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2018,4,714,127,97,27,965,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Jail,2018,4,329,52,70,22,473,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2018,4,150,28,96,28,302,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2018,4,60,10,43,7,120,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2018,4,0,1264,0,859,2123,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2018,4,2702,0,1433,0,4135,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2018,4,2381,0,1418,0,3799,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2018,4,0,0,54,0,54,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2018,4,847,0,611,0,1458,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess South Facility,2018,4,471,0,917,0,1388,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2018,4,2362,32,916,14,3324,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2018,4,0,0,0,0,0,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2018,4,199,37,70,14,320,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2018,4,15,5,13,5,38,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2018,4,172,25,92,11,300,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2018,4,325,53,28,2,408,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2018,4,162,5,7,0,174,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2018,4,16,3,12,1,32,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2018,4,15,1,14,1,31,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2018,4,471,61,298,62,892,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2018,4,0,0,0,0,0,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2018,4,139,25,61,10,235,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2018,4,144,41,39,8,232,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2018,4,322,157,120,158,757,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2018,4,139,16,572,159,886,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2018,4,734,0,335,0,1069,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2018,4,0,163,0,175,338,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2018,4,1467,0,1604,0,3071,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2018,4,246,33,45,8,332,Placer County,06,061,06061
Placer Sheriff's Department,So. Placer Minimum Security,2018,4,8,0,107,0,115,Placer County,06,061,06061
Placer Sheriff's Department,South Placer Jail,2018,4,210,5,36,45,296,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2018,4,26.630000000000003,9.229999999999999,7.970000000000001,1.27,45,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2018,4,57,0,55,0,112,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2018,4,236,50,60,18,364,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2018,4,913,119,369,85,1486,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2018,4,484,130,154,34,802,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2018,4,656,4,261,1,922,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2018,4,576,33,875,160,1644,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2018,4,1336,142,394,73,1945,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2018,4,68,12,42,11,133,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2018,4,334,198,171,66,769,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2018,4,314,126,408,141,989,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino High Desert Detention Center,2018,4,890,0,327,0,1217,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2018,4,1680,253,375,74,2382,San Bernardino County,06,071,06071
San Diego Sheriff's Department,East Mesa Detention Facility,2018,4,141,0,609,0,750,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2018,4,796,0,832,0,1628,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Women's Detention,2018,4,0,381,0,412,793,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Central Detention,2018,4,685,0,324,0,1009,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Facility #8,2018,4,123,0,85,0,208,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2018,4,213,0,178,0,391,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2018,4,415,47,310,18,790,San Diego County,06,073,06073
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2018,4,0,0,0,0,0,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2018,4,108,95,19,17,239,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2018,4,0,0,0,0,0,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2018,4,285,0,51,0,336,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #5,2018,4,551,0,97,0,648,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2018,4,8,7,172,33,220,San Joaquin County,06,077,06077
San Joaquin Sheriff's Department,San Joaquin Main (J. Zunino) Jail,2018,4,776,87,141,17,1021,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2018,4,223,31,177,45,476,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2018,4,3,0,47,0,50,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2018,4,346,3,141,1,491,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Maple St. Correctional Facility,2018,4,157,71,167,48,443,San Mateo County,06,081,06081
San Mateo Sheriff's Department,SM Transitional Facility,2018,4,0,0,17,9,26,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2018,4,520,73,284,46,923,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2018,4,0,0,0,0,0,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2018,4,0,294,0,139,433,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2018,4,1409,0,645,0,2054,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2018,4,680,0,67,0,747,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2018,4,0,5,0,11,16,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2018,4,230,22,72,7,331,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2018,4,45,0,43,0,88,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Main Jail,2018,4,222,41,73,17,353,Shasta County,06,089,06089
Siskiyou Sheriff's Department,Siskiyou County Jail,2018,4,73,8,10,6,97,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2018,4,113,24,78,14,229,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2018,4,207,36,39,10,292,Solano County,06,095,06095
Solano Sheriff's Department,Stanton Correctional Facility,2018,4,155,0,56,0,211,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2018,4,171,0,200,0,371,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2018,4,364,96,188,67,715,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2018,4,552,98,124,51,825,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,StnCo Public Safety Center Units 1&2,2018,4,188,0,158,0,346,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2018,4,131,18,50,24,223,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2018,4,104,23,56,13,196,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2018,4,0,0,0,0,0,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2018,4,375,92,137,70,674,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2018,4,88,0,116,0,204,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2018,4,224,20,103,21,368,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2018,4,178,0,91,0,269,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2018,4,85,27,26,6,144,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2018,4,425,10,294,4,733,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2018,4,307,107,247,96,757,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2018,4,33,3,33,5,74,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2018,4,171,28,65,9,273,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2018,4,256,30,48,7,341,Yuba County,06,115,06115
Alameda Sheriff's Department,Glenn E. Dyer Jail,2018,3,375,0,31,0,406,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2018,3,1539,189,397,55,2180,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2018,3,31.35,9.26,42.349999999999994,8.52,91,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2018,3,274,50,183,31,538,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras Co. Adult Detention Facility,2018,3,45,10,43,12,110,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2018,3,37,10,23,9,79,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2018,3,514,11,113,9,647,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2018,3,0,0,54,0,54,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2018,3,415,151,118,33,717,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2018,3,125,23,79,21,248,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2018,3,51,6,61,15,133,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2018,3,742,13,234,3,992,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2018,3,1122,0,485,0,1607,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2018,3,121,209,28,115,473,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2018,3,48,13,27,8,96,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2018,3,231,41,103,25,400,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2018,3,81,10,5,5,101,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2018,3,163,21,202,10,396,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2018,3,23,2,21,8,54,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2018,3,69,18,23,4,114,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2018,3,270,0,111,0,381,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2018,3,197,45,301,46,589,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2018,3,686,121,124,29,960,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Jail,2018,3,319,56,61,22,458,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2018,3,165,25,99,26,315,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2018,3,54,9,39,7,109,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2018,3,0,1253,0,755,2008,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2018,3,2746,0,1438,0,4184,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2018,3,2474,0,1553,0,4027,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2018,3,1,0,54,0,55,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2018,3,872,0,595,0,1467,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess South Facility,2018,3,501,0,949,0,1450,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2018,3,2364,19,965,128,3476,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2018,3,336,39,76,12,463,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2018,3,195,42,58,16,311,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2018,3,19,5,13,4,41,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2018,3,179,19,88,20,306,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2018,3,338,49,20,4,411,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2018,3,168,4,6,0,178,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2018,3,18,2,11,3,34,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2018,3,16,2,16,2,36,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2018,3,444,60,303,53,860,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2018,3,0,0,0,0,0,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2018,3,131,22,58,13,224,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2018,3,135,38,35,5,213,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2018,3,297,144,111,152,704,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2018,3,145,17,556,149,867,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2018,3,727,0,342,0,1069,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2018,3,0,161,0,160,321,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2018,3,1434,0,1527,0,2961,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2018,3,253,34,46,8,341,Placer County,06,061,06061
Placer Sheriff's Department,So. Placer Minimum Security,2018,3,8,0,111,0,119,Placer County,06,061,06061
Placer Sheriff's Department,South Placer Jail,2018,3,208,5,33,49,295,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2018,3,22.97,12.84,6.48,2.2600000000000002,45,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2018,3,62,0,49,0,111,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2018,3,234,51,62,21,368,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2018,3,911,123,371,83,1488,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2018,3,458,128,155,39,780,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2018,3,664,5,273,1,943,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2018,3,586,34,871,170,1661,Sacramento County,06,067,06067
