jurisdiction,year,month,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,facility,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility
San Joaquin Sheriff's Department,2000,november,San Joaquin County,06,077,06077,San Joaquin Honor Farm,454,56,164,25,699
San Luis Obispo Sheriff's Department,2000,november,San Luis Obispo County,06,079,06079,San Luis Obispo County Jail,122,20,154,31,327
San Luis Obispo Sheriff's Department,2000,november,San Luis Obispo County,06,079,06079,San Luis Obispo Honor Farm,0,0,52,0,52
San Mateo Sheriff's Department,2000,november,San Mateo County,06,081,06081,Maguire Facility,487,0,368,0,855
San Mateo Sheriff's Department,2000,november,San Mateo County,06,081,06081,Mens Corr. Ctr./Medium Sec. Fac.,0,0,111,0,111
San Mateo Sheriff's Department,2000,november,San Mateo County,06,081,06081,Minimum Security Transitional Fac.,0,0,0,17,17
San Mateo Sheriff's Department,2000,november,San Mateo County,06,081,06081,Womens Correctional Center,0,35,0,52,87
Santa Barbara Sheriff's Department,2000,november,Santa Barbara County,06,083,06083,Female Honor Farm,NA,1,NA,15,16
Santa Barbara Sheriff's Department,2000,november,Santa Barbara County,06,083,06083,Santa Barbara County Main Jail,337,55,231,32,655
Santa Barbara Sheriff's Department,2000,november,Santa Barbara County,06,083,06083,Santa Barbara Medium Security Facility,44,NA,126,NA,170
Santa Barbara Sheriff's Department,2000,november,Santa Barbara County,06,083,06083,Santa Barbara Work Furlough,NA,NA,9,0,9
Santa Barbara Sheriff's Department,2000,november,Santa Barbara County,06,083,06083,Santa Maria Work Furlough,NA,NA,17,0,17
Santa Clara Corrections Department,2000,november,Santa Clara County,06,085,06085,Elmwood Complex - Women's Fac,0,261,0,259,520
Santa Clara Corrections Department,2000,november,Santa Clara County,06,085,06085,Elmwood Complex-Mens' Fac,1303,0,1280,0,2583
Santa Clara Corrections Department,2000,november,Santa Clara County,06,085,06085,Santa Clara County Main Jail,979,0,237,0,1216
Santa Clara Probation Department,2000,november,Santa Clara County,06,085,06085,Mtn. View Work Furlough Facility,0,0,208,0,208
Santa Cruz Sheriff's Department,2000,november,Santa Cruz County,06,087,06087,Santa Cruz Blaine Womens Minimum,0,0,0,15,15
Santa Cruz Sheriff's Department,2000,november,Santa Cruz County,06,087,06087,Santa Cruz Main Jail (Water Street),235,35,70,21,361
Santa Cruz Sheriff's Department,2000,november,Santa Cruz County,06,087,06087,Santa Cruz Rountree Lane Minimum,0,0,145,0,145
Santa Cruz Sheriff's Department,2000,november,Santa Cruz County,06,087,06087,Santa Cruz Rountree Medium,0,0,82,0,82
Shasta Sheriff's Department,2000,november,Shasta County,06,089,06089,Shasta County Detention Annex,0,0,52,0,52
Shasta Sheriff's Department,2000,november,Shasta County,06,089,06089,Shasta County Main Jail,191,34,74,27,326
Sierra Sheriff's Department,2000,november,Sierra County,06,091,06091,Sierra County Jail,2.2,0.03,2.86,0,5.09
Siskiyou Sheriff's Department,2000,november,Siskiyou County,06,093,06093,Siskiyou County Jail,49,7,33,2,91
Solano Sheriff's Department,2000,november,Solano County,06,095,06095,Claybank Facility,80,0,133,0,213
Solano Sheriff's Department,2000,november,Solano County,06,095,06095,Solano County Justice Center,466,88,75,33,662
Sonoma Sheriff's Department,2000,november,Sonoma County,06,097,06097,North County Detention Facility,91,0,378,57,526
Sonoma Sheriff's Department,2000,november,Sonoma County,06,097,06097,Sonoma County Main Adult Detention,376,72,139,20,607
Stanislaus Sheriff's Department,2000,november,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,197,62,110,89,458
Stanislaus Sheriff's Department,2000,november,Stanislaus County,06,099,06099,Stanislaus County Honor Farm,36,0,175,0,211
Stanislaus Sheriff's Department,2000,november,Stanislaus County,06,099,06099,Stanislaus County Jail,284,0,77,0,361
Sutter Sheriff's Department,2000,november,Sutter County,06,101,06101,Sutter County Jail,108,12,58,9,187
Tehama Sheriff's Department,2000,november,Tehama County,06,103,06103,Tehama County Jail,74,10,89,13,186
Trinity Sheriff's Department,2000,november,Trinity County,06,105,06105,Trinity County Jail,14,4,20,3,41
Tulare Sheriff's Department,2000,november,Tulare County,06,107,06107,Bob Wiley Detention Center,257,29,242,23,551
Tulare Sheriff's Department,2000,november,Tulare County,06,107,06107,Tulare Correctional Center,115,0,192,19,326
Tulare Sheriff's Department,2000,november,Tulare County,06,107,06107,Tulare County Jail,157,30,91,27,305
Tuolumne Sheriff's Department,2000,november,Tuolumne County,06,109,06109,Tuolumne County Jail,43,9,59,10,121
Ventura Sheriff's Department,2000,november,Ventura County,06,111,06111,Ventura County Branch- Medium,191,0,430,0,621
Ventura Sheriff's Department,2000,november,Ventura County,06,111,06111,Ventura County Branch- Women,0,99,0,95,194
Ventura Sheriff's Department,2000,november,Ventura County,06,111,06111,Ventura County Main Jail,469,9,131,2,611
Ventura Sheriff's Department,2000,november,Ventura County,06,111,06111,Ventura County Ojai -Women,0,0,0,0,0
Ventura Work Furlough,2000,november,Ventura County,06,111,06111,Ventura County Work Furlough,0,0,111,31,142
Yolo Sheriff's Department,2000,november,Yolo County,06,113,06113,Leinberger Center,30,7,48,10,95
Yolo Sheriff's Department,2000,november,Yolo County,06,113,06113,Monroe Detention Center,202,29,26,8,265
Yuba Sheriff's Department,2000,november,Yuba County,06,115,06115,Yuba County Jail,288,51,42,7,388
Alameda Sheriff's Department,2000,may,Alameda County,06,001,06001,Glenn E. Dyer Jail,537,13,86,1,637
Alameda Sheriff's Department,2000,may,Alameda County,06,001,06001,Santa Rita Jail,2237,247,823,135,3442
Oakland Police Department,2000,may,Alameda County,06,001,06001,Oakland Jail,99,18,NA,NA,117
Amador Sheriff's Department,2000,may,Amador County,06,005,06005,Amador County Jail,19,5.1,16.74,6.970000000000001,47.809999999999995
Butte Sheriff's Department,2000,may,Butte County,06,007,06007,Butte County Jail,272,35,132,25,464
Calaveras Sheriff's Department,2000,may,Calaveras County,06,009,06009,Calaveras County Jail,19.7,2.5,15.2,1.3,38.7
Colusa Sheriff's Department,2000,may,Colusa County,06,011,06011,Colusa County Jail,23,4,28,2,57
Contra Costa Sheriff's Department,2000,may,Contra Costa County,06,013,06013,Contra Costa Main Jail (Martinez Det Fac),507,55,136,16,714
Contra Costa Sheriff's Department,2000,may,Contra Costa County,06,013,06013,Marsh Creek Detention Facility,0,0,208,0,208
Contra Costa Sheriff's Department,2000,may,Contra Costa County,06,013,06013,West County Detention Facility,407,75,165,31,678
Del Norte Sheriff's Department,2000,may,Del Norte County,06,015,06015,Del Norte County Jail,55.949999999999996,8.07,37.3,8.07,109.39
El Dorado Sheriff's Department,2000,may,El Dorado County,06,017,06017,El Dorado County Jail,71,9,61,11,152
El Dorado Sheriff's Department,2000,may,El Dorado County,06,017,06017,South Lake Tahoe Jail,40,9,49,6,104
Fresno Sheriff's Department,2000,may,Fresno County,06,019,06019,Fresno County Main Jail,688,194,115,48,1045
Fresno Sheriff's Department,2000,may,Fresno County,06,019,06019,Fresno County Satellite Jail,0,0,270,0,270
Fresno Sheriff's Department,2000,may,Fresno County,06,019,06019,Fresno North Annex  Jail,397,0,20,0,417
Fresno Sheriff's Department,2000,may,Fresno County,06,019,06019,Fresno South Annex Jail,556,0,95,0,651
Glenn Sheriff's Department,2000,may,Glenn County,06,021,06021,Glenn County Adult Detention Facility,54,27,21,1,103
Humboldt Sheriff's Department,2000,may,Humboldt County,06,023,06023,Humboldt County Jail,207,31,98,14,350
Imperial Sheriff's Department,2000,may,Imperial County,06,025,06025,Herbert Hughes Corr. Center,85.25,85.25,85.25,85.25,341
Imperial Sheriff's Department,2000,may,Imperial County,06,025,06025,Imperial Co (Adult Regional Det) Fac,72.25,72.25,72.25,72.25,289
Inyo Sheriff's Department,2000,may,Inyo County,06,027,06027,Inyo County Jail,25,3.1,33,6.9,68
Kern Sheriff's Department,2000,may,Kern County,06,029,06029,Kern County- Female Minimum,0,3,0,91,94
Kern Sheriff's Department,2000,may,Kern County,06,029,06029,Lerdo Maximum,84,20,36,17,157
Kern Sheriff's Department,2000,may,Kern County,06,029,06029,Lerdo Minimum,517,0,359,0,876
Kern Sheriff's Department,2000,may,Kern County,06,029,06029,Lerdo Pretrial Facility,576,131,108,112,927
Kings Sheriff's Department,2000,may,Kings County,06,031,06031,Kings County Branch Jail,60,8,119,25,212
Kings Sheriff's Department,2000,may,Kings County,06,031,06031,Kings County Main Jail,66,5,83,25,179
Lake Sheriff's Department,2000,may,Lake County,06,033,06033,Lake County Facility,0,0,0,0,0
Lake Sheriff's Department,2000,may,Lake County,06,033,06033,Lake County Hill Road Facility,83,23,99,17,222
Lassen Sheriff's Department,2000,may,Lassen County,06,035,06035,Lassen Adult Detention Facility,48,4,41,15,108
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,Century Regional Detention Center,854,0,562,0,1416
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,Los Angeles Central Jail,4366,0,2178,0,6544
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,North County Correctional Facility,1381,0,1370,0,2751
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,Peter Pitchess East Facility,2240,1120,1346,1013,5719
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,Peter Pitchess North Facility,437,0,861,0,1298
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,Peter Pitchess South Facility,268,0,1028,0,1296
Los Angeles Sheriff's Department,2000,may,Los Angeles County,06,037,06037,Sybil Brand Institute,5,0,23,0,28
Scapular House,2000,may,Los Angeles County,06,037,06037,Scapular House,NA,NA,182,19,201
Madera Corrections Department,2000,may,Madera County,06,039,06039,Madera Adult Correctional Facility,131.39000000000001,16.810000000000002,137.99,14,300.19
Marin Sheriff's Department,2000,may,Marin County,06,041,06041,Marin County Jail,192,36,27,13,268
Mariposa Sheriff's Department,2000,may,Mariposa County,06,043,06043,Mariposa County Adult Det. Facility,17.2,3.5,11.5,1.1,33.3
Mendocino Sheriff's Department,2000,may,Mendocino County,06,045,06045,Mendocino Adult Detention Facility,135,12,101,10,258
Merced Sheriff's Department,2000,may,Merced County,06,047,06047,John Latorraca Corr Fac,190,38,156,18,402
Merced Sheriff's Department,2000,may,Merced County,06,047,06047,Merced County Jail,135,0,25,0,160
Modoc Sheriff's Department,2000,may,Modoc County,06,049,06049,Modoc County Jail,7,1,11,5,24
Mono Sheriff's Department,2000,may,Mono County,06,051,06051,Mono County Jail,7.970000000000001,2.19,14.32,2.42,26.9
Monterey Sheriff's Department,2000,may,Monterey County,06,053,06053,Monterey County Jail,366,52,147,49,614
Monterey Sheriff's Department,2000,may,Monterey County,06,053,06053,Monterey County Rehabilitation,142,0,201,0,343
Napa Corrections Department,2000,may,Napa County,06,055,06055,Napa County Jail,150,18,50,10,228
Nevada Sheriff's Department,2000,may,Nevada County,06,057,06057,Wayne Brown Correctional Facility,72,6,63,13,154
Orange Sheriff's Department,2000,may,Orange County,06,059,06059,Intake Release Center,281,64,182,112,639
Orange Sheriff's Department,2000,may,Orange County,06,059,06059,James A Musick Facility,119,17,640,100,876
Orange Sheriff's Department,2000,may,Orange County,06,059,06059,Orange County Mens Jail,541,0,484,0,1025
Orange Sheriff's Department,2000,may,Orange County,06,059,06059,Orange County Womens Jail,0,132,0,197,329
Orange Sheriff's Department,2000,may,Orange County,06,059,06059,Theo Lacy Facility,819,0,1032,0,1851
Santa Ana Police Department,2000,may,Orange County,06,059,06059,Santa Ana Jail,333,58,54,0,445
Placer Sheriff's Department,2000,may,Placer County,06,061,06061,Placer County Main Jail,203,18,60,11,292
Placer Sheriff's Department,2000,may,Placer County,06,061,06061,Placer County Minimum Security,10,6,114,25,155
Plumas Sheriff's Department,2000,may,Plumas County,06,063,06063,Plumas County Jail,18.62,3.03,13.84,3.03,38.52
Riverside Sheriff's Department,2000,may,Riverside County,06,065,06065,Blythe Jail,39,0,54,0,93
Riverside Sheriff's Department,2000,may,Riverside County,06,065,06065,Indio Jail,240,24,60,3,327
Riverside Sheriff's Department,2000,may,Riverside County,06,065,06065,Larry D Smith Correctional Facility,213,60,305,77,655
Riverside Sheriff's Department,2000,may,Riverside County,06,065,06065,Robert Presley Detention Center,853,117,202,50,1222
Riverside Sheriff's Department,2000,may,Riverside County,06,065,06065,Southwest County Detention Center,268,4,58,0,330
Sacramento Sheriff's Department,2000,may,Sacramento County,06,067,06067,Rio Cosumnes Correctional Center,89,0,974,0,1063
Sacramento Sheriff's Department,2000,may,Sacramento County,06,067,06067,Rio Cosumnes- Womens Facility,0,0,0,0,0
Sacramento Sheriff's Department,2000,may,Sacramento County,06,067,06067,Sacramento County Main Jail,1427,342,108,187,2064
San Benito Sheriff's Department,2000,may,San Benito County,06,069,06069,San Benito Adult Detention,60,7,38,3,108
San Bernardino Sheriff's Department,2000,may,San Bernardino County,06,071,06071,San Bernardino Central Detention Center,711,127,63,5,906
San Bernardino Sheriff's Department,2000,may,San Bernardino County,06,071,06071,San Bernardino County- Glen Helen,172,35,798,168,1173
San Bernardino Sheriff's Department,2000,may,San Bernardino County,06,071,06071,West Valley Detention Center,2318,338,317,73,3046
San Diego Sheriff's Department,2000,may,San Diego County,06,073,06073,Descanso Detention Facility,262,0,25,0,287
San Diego Sheriff's Department,2000,may,San Diego County,06,073,06073,East Mesa Detention Facility,3,0,404,0,407
San Diego Sheriff's Department,2000,may,San Diego County,06,073,06073,George Bailey Detention Facility,931,0,609,0,1540
San Diego Sheriff's Department,2000,may,San Diego County,06,073,06073,Las Colinas Womens Detention,0,353,0,316,669
San Diego Sheriff's Department,2000,may,San Diego County,06,073,06073,South Bay Regional Facility- Chula Vista,297,0,60,0,357
San Diego Sheriff's Department,2000,may,San Diego County,06,073,06073,Vista Facility,531,73,188,14,806
San Diego Work Furlough,2000,may,San Diego County,06,073,06073,Pacific Work Furlough Facility,1,1,55,28,85
San Diego Probation Department,2000,may,San Diego County,06,073,06073,Barrett Honor Camp / Barrett Juvenile,0,0,92,0,92
San Diego Probation Department,2000,may,San Diego County,06,073,06073,Camp West Fork,0,0,130,0,130
San Francisco Sheriff's Department,2000,may,San Francisco County,06,075,06075,San Francisco County Jail #2,229,130,29,19,407
San Francisco Sheriff's Department,2000,may,San Francisco County,06,075,06075,San Francisco County Jail #3,292,58,23,3,376
San Francisco Sheriff's Department,2000,may,San Francisco County,06,075,06075,San Francisco County Jail #3,422,0,36,0,458
San Francisco Sheriff's Department,2000,may,San Francisco County,06,075,06075,San Francisco County Jail #4,288,38,18,6,350
San Francisco Sheriff's Department,2000,may,San Francisco County,06,075,06075,San Francisco County Jail #6,278,0,31,0,309
San Joaquin Sheriff's Department,2000,may,San Joaquin County,06,077,06077,San Joaquin Honor Farm,442,63,164,29,698
San Luis Obispo Sheriff's Department,2000,may,San Luis Obispo County,06,079,06079,San Luis Obispo County Jail,108,11,148,24,291
San Luis Obispo Sheriff's Department,2000,may,San Luis Obispo County,06,079,06079,San Luis Obispo Honor Farm,0,0,49,0,49
San Mateo Sheriff's Department,2000,may,San Mateo County,06,081,06081,Maguire Facility,506,0,381,0,887
San Mateo Sheriff's Department,2000,may,San Mateo County,06,081,06081,Mens Corr. Ctr./Medium Sec. Fac.,0,0,136,0,136
San Mateo Sheriff's Department,2000,may,San Mateo County,06,081,06081,Minimum Security Transitional Fac.,0,0,0,21,21
